#nrNodes DER
50 0.978636540459
100 0.962191296115
200 0.917694531897
300 0.871331888719
400 0.837088974056
500 0.802427861143
600 0.765628738638
700 0.734098344344
800 0.703255107113
900 0.674778781739
1000 0.64787718205
1200 0.597847388652
1400 0.547407773638
1600 0.511292010367
