#nrNodes DER
50 0.980102269454
100 0.966017677137
200 0.92260098858
300 0.891804134482
400 0.847712464093
500 0.825559769185
600 0.792612768693
700 0.763611291114
800 0.742262516245
900 0.710960815071
1000 0.692078717216
1200 0.647660310165
1400 0.604697214626
1600 0.566232439061
