#nrNodes DER
50 0.992787653807
100 0.983674033204
200 0.970286137568
300 0.951032877801
400 0.934343148486
500 0.913660234661
600 0.904976787769
700 0.885039333581
800 0.871944282326
900 0.855010136703
1000 0.846022731824
1200 0.814892067829
1400 0.787722289765
1600 0.758318674371
