#nrNodes DER
50 0.997523369183
100 0.995237274687
200 0.989785637599
300 0.98476266827
400 0.981520334043
500 0.973126759886
600 0.970728602715
700 0.963457351564
800 0.958581383
900 0.953245310214
1000 0.948342207835
1200 0.936011019085
1400 0.925408436018
1600 0.9148227882
