#nrNodes DER
50 0.948364791703
100 0.89852499454
200 0.803573862088
300 0.72531595959
400 0.660302346471
500 0.596289123418
600 0.546820742528
700 0.496190446497
800 0.451567671478
900 0.421322064906
1000 0.385705547288
1200 0.32609653246
1400 0.285714878509
1600 0.249972159067
