#nrNodes DER
50 0.962335276863
100 0.931942377546
200 0.859894919439
300 0.807410853686
400 0.75916197542
500 0.706026104662
600 0.660216267482
700 0.627426907533
800 0.584859990639
900 0.547760631136
1000 0.511147899201
1200 0.463166373193
1400 0.423650558781
1600 0.379992219227
