#nrNodes DER
50 0.987710888576
100 0.973284484088
200 0.943657567268
300 0.921986540352
400 0.894330586647
500 0.875738879096
600 0.85458955777
700 0.834279885366
800 0.814644774804
900 0.791927726681
1000 0.770563751219
1200 0.730698549204
1400 0.701932096474
1600 0.661981412552
