#nrNodes DER
50 0.921108016837
100 0.85248946496
200 0.717071666622
300 0.640929522234
400 0.545843230404
500 0.481533760157
600 0.435917233994
700 0.376684670616
800 0.333007544127
900 0.304203210573
1000 0.266247593594
1200 0.231936069143
1400 0.186498278406
1600 0.16261902346
