#nrNodes DER
50 0.923447539614
100 0.875040684055
200 0.756637717743
300 0.673677828841
400 0.583283212861
500 0.528978618901
600 0.462877561637
700 0.424071395413
800 0.38323427492
900 0.357917954283
1000 0.319890188286
1200 0.272227736031
1400 0.233220557532
1600 0.203548495365
