#nrNodes DER
50 0.883690775862
100 0.756712673528
200 0.580239446605
300 0.451717363946
400 0.368510224675
500 0.281285063012
600 0.227305357392
700 0.18561198535
800 0.160274683241
900 0.136257013885
1000 0.110125933465
1200 0.0858834405842
1400 0.0676044732398
1600 0.056781282375
